,Unnamed: 0,Source Port,Destination Port,Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Inbound
CWE Flag Count,-0.07781275717820585,-0.004472946218881761,-0.02329329120627576,-0.281978161093346,-0.031393570528753974,-0.013077545271201316,0.014974959239413122,-0.05433094050704034,-0.001202764224115806,-0.16679440982752122,-0.15902856231130139,-0.16381096597304673,-0.028250353804893828,-0.0012515202978035755,-0.014457338567035367,0.010878559166719256,0.00284021845459051,-0.11926419008967368,-0.1661723190773477,-0.018369729855509276,-0.032202794890993876,-0.028538424946122968,0.05944007416534279,-0.031547583175683486,-0.02168172050255015,-0.033100926488040215,-0.029290066641055552,0.05717725428523563,-0.014365952544343526,-0.011119028362966438,-0.011880120443533333,-0.01322649614481008,0.07322693178562628,0.005100303931879864,,,,0.009900649495172891,0.0035621375325231015,-0.16144678585379166,0.13920316473880995,-0.1596351977020307,-0.13945051740893197,-0.16202453906282635,-0.001118675503174551,0.002373728394837763,,-0.0038931608108085706,0.005100303931879864,,-0.07649694563276953,0.7255574163989031,1.0,,0.6141923589342434,-0.15504447450661737,-0.16381096597304673,0.010878559166719273,0.009900649495172891,,,,,,,-0.013077545271201323,-0.05433094050704033,0.014974959239413131,-0.001202764224115806,0.02687668366421304,0.14223426294811867,-0.04737440467342522,0.02872424512349829,-0.006333315671345036,-0.005173126079012145,-0.006754291121612,-0.005085791762870475,-0.030610041376885118,-0.02436895643435038,-0.03155501074962828,-0.027466011755466476,-0.2268514467659147
ECE Flag Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Down/Up Ratio,-0.041443533840457035,0.17008585289051156,-0.19247018393596185,-0.28285060667433276,-0.020076665746166605,-0.01591265641874195,0.15349788125140326,-0.08153878673343125,0.08035927875245082,-0.23685442611459837,-0.24719578941765757,-0.25105994529481024,0.04293637827024983,0.14809234082771397,0.3413735425317953,0.2363317255035166,0.12929905037252423,-0.18855655026184348,-0.2839779300535018,-0.030205333709794745,-0.01670871168504744,0.0022246204524212954,-0.0021119230854200143,-0.02796269941494014,-0.035182934862730525,-0.023859510792801717,-0.011885197735643028,-0.0028589551674255806,0.053333551987930265,0.018135192286510605,0.020910790894725598,0.03980876912223564,0.19923506520183754,0.022333317917783365,,,,0.015387965290885028,-0.046629046703131415,-0.27390086527819746,0.14464227481977193,-0.24802229044635163,-0.12789715983420974,-0.23424582137269906,0.15880841013017402,0.09607934975200896,,0.005802706752546523,0.022333317917783365,,0.039845011658107714,0.5099204624259238,0.6141923589342434,,1.0,-0.22952971485174414,-0.2510599452948102,0.23633172550351655,0.015387965290885042,,,,,,,-0.01591265641874195,-0.08153878673343132,0.15349788125140326,0.08035927875245082,0.14945620439925897,0.34535643881550704,-0.06727114696408801,0.03888884993847677,0.0989713772895627,0.007041531574180874,0.058386243795791624,0.10605065201529404,-0.0017347305492961742,-0.02897072227961454,-0.012668840376456929,0.009114911640009922,-0.5270227876286887
Average Packet Size,-0.3525216487065912,-0.506895378985008,0.09803044737941409,0.5364463635359468,-0.19828850916848534,-0.0397259465145884,-0.014561321086953774,-0.07143318497632489,0.02232178671347471,0.9799245691289405,0.9947799605156282,0.995344059332265,-0.10831822069156692,-0.02402808639924024,-0.13041036887330287,-0.055407233667408184,-0.038658650137778916,0.8295408566250039,0.30033993146947036,-0.20474577525649107,-0.2115532723840157,-0.19559962869453643,-0.006810186089488323,-0.19699308458182357,-0.2073854678460688,-0.2068721558452378,-0.19338113034276877,-0.006453039674427323,-0.08267987028435894,-0.07848290525349126,-0.08031508264981557,-0.08214985556952499,-0.1040539136656955,-0.09393462366184988,,,,0.02089652359187102,0.020379805175945395,0.31027194909247663,-0.042038749514385985,0.9947857763966519,0.8257838555523406,0.9967346801637756,-0.06944507961859507,0.015993204453980128,,-0.02419401941585168,-0.09393462366184988,,-0.46429415156242454,-0.2112697661520774,-0.15504447450661737,,-0.22952971485174414,1.0,0.9953440593322648,-0.055407233667408184,0.02089652359187102,,,,,,,-0.0397259465145884,-0.07143318497632492,-0.014561321086953771,0.022321786713474706,-0.24077424683577267,-0.08472912826723823,-0.13030164613244027,-0.14263050280878423,-0.03327479843731157,-0.028132044732765014,-0.03669369615630043,-0.026727912748150406,-0.18401413159832536,-0.15044585075278646,-0.19128123538348837,-0.16359943280827297,0.2526644530660244
Avg Fwd Segment Size,-0.370293762112276,-0.5288508753539872,0.10655809785247206,0.5642153342658919,-0.2084643333698136,-0.026258910221258567,-0.05214602447186257,-0.012725288590778578,-0.013083495481843834,0.9844899960446251,0.9965989026024696,1.0,-0.09700630274918529,-0.06540938635649467,-0.14540879115128963,-0.10392164669015674,-0.07762229890454247,0.8152685100713143,0.2676474127989514,-0.21348514916477893,-0.22155208401269802,-0.20825391108339159,-0.007045160526245368,-0.20703342663676874,-0.21644226915019843,-0.21714413116060294,-0.20580362713906533,-0.006670938102355567,-0.08896107501758782,-0.08226489700182323,-0.08489596275366791,-0.08888455029445773,-0.11013737748726585,-0.09822397536448738,,,,0.0089048022359589,0.02175469606356953,0.2794332470705126,-0.043957786158231295,0.9963904336007882,0.806216300591669,0.9966525471713226,-0.10223858985309883,-0.021382381089482382,,-0.025314510585471423,-0.09822397536448738,,-0.48892388242931706,-0.221284027105665,-0.16381096597304673,,-0.2510599452948102,0.9953440593322648,1.0,-0.1039216466901568,0.0089048022359589,,,,,,,-0.026258910221258567,-0.01272528859077856,-0.05214602447186257,-0.013083495481843841,-0.26158940875530984,-0.08758354160270049,-0.0722392190806152,-0.14525429646788163,-0.034432859595347004,-0.028594963179758667,-0.03721528350330804,-0.027761247802966516,-0.19513850832978125,-0.15681956022490673,-0.20187382762669312,-0.17449059979519732,0.27282160561311963
Avg Bwd Segment Size,-0.048951045466319246,0.1463840192087345,-0.18041431235620312,-0.12984822219679804,0.066238126054272,0.011851780146213766,0.6095757325219271,-0.024886473144122484,0.49693759175825275,-0.018575699109788502,-0.1189069085942268,-0.1039216466901568,0.42650662564092257,0.8059511373823061,0.2488695633072765,1.0000000000000002,0.8970290664147513,-0.09068031272419755,-0.1392517505781845,-0.0043459163866154445,0.04402941723177318,0.1360926001702165,-0.0016082969702538071,0.06242993166136768,0.007585590509800751,0.06010756404417773,0.12809464917693678,-0.0015643961527025956,0.18913773927342495,0.029663960817714902,0.06341578013037553,0.14523491253333481,0.058637592017464914,0.014406359514847386,,,,0.007400006702922355,-0.021140815117165535,-0.13276534884220328,-0.002261866931187421,-0.11903962353165974,0.38141869202965506,-0.031092337689634094,0.9029995475249435,0.5965237534515285,,-0.0019386327251592035,0.014406359514847386,,0.13914995655622525,0.010343769850884504,0.010878559166719273,,0.23633172550351655,-0.055407233667408184,-0.1039216466901568,1.0,0.007400006702922351,,,,,,,0.011851780146213759,-0.024886473144122484,0.6095757325219271,0.49693759175825275,0.39907680856128364,0.04445274290465461,-0.014884084624284666,0.01866898637813154,0.050247731106324446,0.039209991245875014,0.042946342668420755,0.037211479941857195,0.13257058949539988,-0.00310342926361988,0.09583097518951307,0.1594646380589751,-0.3526331439813016
Fwd Header Length.1,0.039977263693702976,0.05392109343743375,-0.003965573030901135,-0.03450886079552116,0.012079385883194875,-0.057885361281728824,0.003603869710708305,-0.2312677654989427,0.0008539104552019774,0.010175083260600503,0.015657695631892895,0.0089048022359589,0.00030585528097938435,0.004924265211480154,0.008861875790567783,0.007400006702922359,0.00606372987295453,0.03641508255194203,0.061321857296787144,0.013062094727777576,0.013327873456788746,0.01087321509223253,0.0007249991275460764,0.011983134887628937,0.013266696450413536,0.013115027337199327,0.010699876326218652,0.0007026006176801828,0.006018559435031817,0.005081695779923471,0.005329646646991171,0.005766497023285758,0.0067118537413966015,0.006401778773057984,,,,1.0,0.0005070648506079912,0.05828727467020245,0.0026501237407659172,0.01564706105876522,0.010539603527241006,0.009216457689555587,0.0036691030870303746,0.0016751268252688956,,0.0015196961656810343,0.006401778773057984,,0.029860603204439833,0.01364557751081435,0.009900649495172891,,0.015387965290885042,0.02089652359187102,0.0089048022359589,0.007400006702922351,1.0,,,,,,,-0.057885361281728824,-0.2312677654989427,0.003603869710708306,0.0008539104552019753,0.016850924002171624,0.005615513069114077,-0.23128969195504034,0.34504936276549947,0.0022814348259846172,0.001979540754072172,0.0025180679782007254,0.0018062219622640365,0.009835497911101818,0.009504171516496109,0.010728961288678377,0.008219479195668967,-0.017600775447534515
Fwd Avg Bytes/Bulk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fwd Avg Packets/Bulk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fwd Avg Bulk Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bwd Avg Bytes/Bulk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bwd Avg Packets/Bulk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bwd Avg Bulk Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subflow Fwd Packets,-0.04413245250827366,-0.06042461874060892,-6.749377256191297e-05,0.021006801181006274,0.019546571647044025,1.0,0.12017742221320651,0.24952350760825917,0.020134652585967753,-0.02458204085701335,-0.03147956086596079,-0.026258910221258567,0.010510154380775768,0.016540489258257192,-0.011497100930174683,0.011851780146213756,0.014379143008738245,-0.056989047489323215,-0.08668364732615676,-0.0027868384026036117,-0.001927402606550489,0.005741007949346638,-0.0009689419027248518,0.01963823958002354,-0.002408104368933237,-0.0012519545649197228,0.005940267866154271,-0.0009379532214762281,0.04846172861494648,0.0012115346955577102,0.0025850842955301434,0.008446839110337463,-0.006324689198107334,-0.0061614589256738005,,,,-0.057885361281728824,0.001726251543768857,-0.08254289080268234,-0.0034418263476603925,-0.031466567976813443,-0.012341065491211873,-0.025086707271649255,0.017116051339539657,0.01675697549358823,,-0.0017874033192207732,-0.0061614589256738005,,-0.025175542603231654,-0.01610660773497384,-0.013077545271201323,,-0.01591265641874195,-0.0397259465145884,-0.026258910221258567,0.011851780146213759,-0.057885361281728824,,,,,,,1.0,0.24952350760825917,0.12017742221320651,0.020134652585967753,-0.008066232116266168,-0.005498498240180733,0.25064244723337376,-0.011608243559426072,0.26117316356232495,0.6898278723958583,0.6013419310804247,0.06942397478925005,0.007137407188181104,4.070863568574518e-06,0.00533682687696528,0.008414449059938395,0.014428050424971627
Subflow Fwd Bytes,-0.2076912664982866,-0.27565538965203673,0.03309524212367645,0.1826532964535432,-0.06247448425384645,0.24952350760825917,-0.005667205487006796,1.0,-0.0005156113052812704,-0.012983054449172627,-0.03362228556992329,-0.01272528859077856,0.017905356264528098,-0.011247907675002803,-0.05072097113473864,-0.024886473144122487,-0.013805015446865347,-0.15374807086148834,-0.29403333777786744,-0.07044676579834049,-0.07053840803950337,-0.05881833123790669,-0.003958742935762524,-0.06202216208266888,-0.07082461777449447,-0.06839990619460208,-0.05802189942866302,-0.0038355688502892,-0.017770991713582148,-0.02575513997114018,-0.02528205370414654,-0.022582245642393334,-0.03667637889918406,-0.03335955967429914,,,,-0.2312677654989427,0.007550601876989061,-0.2784537470714649,-0.014548085123687306,-0.033601148934782846,-0.017149352980314544,-0.01402528782862865,-0.004207073052807601,-0.0019739510408413753,,-0.008348004113422222,-0.03335955967429914,,-0.15735013274344511,-0.073215568574745,-0.05433094050704033,,-0.08153878673343132,-0.07143318497632492,-0.01272528859077856,-0.024886473144122484,-0.2312677654989427,,,,,,,0.24952350760825917,1.0,-0.005667205487006796,-0.0005156113052812684,-0.08030681571652107,-0.027824990108915787,0.9975860833593952,-0.060373658135635506,-0.006967040097040859,-0.0034391272654636855,-0.0060600241946849025,-0.006667583978780332,-0.05288708761648695,-0.049989216266946024,-0.05755427485190977,-0.04452304896130672,0.08881394893684778
Subflow Bwd Packets,-0.014205809218860162,0.05849779038727192,-0.07190248773779624,-0.0930501760585122,0.09617598907819963,0.12017742221320651,1.0,-0.005667205487006796,0.9168812584293372,-0.0016142634007529218,-0.05815535058841782,-0.05214602447186258,0.19143007980959803,0.7907987202096962,0.019308883739661196,0.6095757325219273,0.6340433344146186,-0.04364357974480283,-0.06680206365663521,0.019229124177869893,0.051262993548322644,0.13846389274171694,-0.0007326263439007681,0.09504562541338216,0.03148388883935633,0.06603799127371052,0.13723559673733962,-0.0007265044303363056,0.20221084167418324,0.04616960247626276,0.06705441899694094,0.13833734549497695,0.021684637191533077,0.0175666229182021,,,,0.003603869710708306,-0.002204732915154138,-0.06380029394465155,0.004139123725613411,-0.0581956422339022,0.4293829404220921,0.004512307084219966,0.6700427789930354,0.8389090650362666,,0.0008976089328362274,0.0175666229182021,,0.08577175044346914,0.02697857043079592,0.014974959239413131,,0.15349788125140326,-0.014561321086953771,-0.05214602447186257,0.6095757325219271,0.003603869710708306,,,,,,,0.12017742221320651,-0.005667205487006796,1.0,0.9168812584293372,0.2042837530243741,0.03647809330060896,0.0012857201158659915,0.010068801764546378,0.0894912722901731,0.1289707614530506,0.1251301231537883,0.04889571600998648,0.12563649754573353,0.03222285112881837,0.10299672876634852,0.1383413727229104,-0.14490115859063465
Subflow Bwd Bytes,-0.00833969252282165,0.015369433591022897,-0.020576582172807646,-0.024033008954252682,0.02018034949016845,0.020134652585967753,0.9168812584293372,-0.0005156113052812684,1.0,0.000738642322826395,-0.013799187167960556,-0.013083495481843841,0.038184558122306984,0.7316443336175003,0.001057904813649297,0.49693759175825275,0.5384646590456482,-0.010294061569612411,-0.015818582121070884,-0.0017193285205937925,0.0049689778505976265,0.0490213146926501,-0.00018263917970724072,0.02008855712761864,-0.00040997683982473096,0.009876078329058995,0.049003971963431085,-0.00017767967154215723,0.029858920845712993,0.0010040169848400213,0.00491248474640002,0.022679075186861294,0.001884249302558433,0.00046483272649923234,,,,0.0008539104552019753,0.00022880638327209656,-0.01507640885534882,-0.0005091444809452944,-0.013798038981649965,0.4284847586478027,0.04022010305923786,0.5706304811566473,0.9372603534491286,,-0.0003315111224906105,0.00046483272649923234,,0.027376848542844875,-0.0013305416461684785,-0.001202764224115806,,0.08035927875245082,0.022321786713474706,-0.013083495481843841,0.49693759175825275,0.0008539104552019753,,,,,,,0.020134652585967753,-0.0005156113052812684,0.9168812584293372,1.0,0.09789107431524849,0.002815312471791763,0.0010093393294696082,0.002467581594243345,0.007296780881978116,0.008484428094702024,0.006838374455407423,0.003935774438868958,0.020458170202308515,0.0007844486831291173,0.015137802731791635,0.024236266599588288,-0.045967826383418675
Init_Win_bytes_forward,0.07952457473241634,0.20486676800291245,-0.16247253356644717,-0.47992719524875527,0.1930841607144914,-0.008066232116266168,0.2042837530243741,-0.08030681571652107,0.09789107431524849,-0.1913606275698387,-0.2721151308478036,-0.26158940875530984,0.3899191300714776,0.3496497264815186,-0.037933537067118404,0.39907680856128364,0.481168585467207,-0.19890913068555402,-0.1333440326811985,0.1519589162806938,0.20861957215471952,0.24559806817974855,-0.0012924635951749265,0.18558439682013161,0.16767071831265057,0.21356058492667646,0.22897706940597834,-0.001747157066983968,0.2344527996050118,0.10057168301962063,0.12576894874846248,0.17705432302714808,0.07143823936020026,0.06064384489620293,,,,0.016850924002171624,0.00606385405674257,-0.13883603274102765,0.008027848530902711,-0.27228460827521767,-0.0205149330663338,-0.24154601000406697,0.4337155004734209,0.15183666864346834,,-0.006613487523284215,0.06064384489620293,,0.4875126624052426,0.09999644804668771,0.02687668366421304,,0.14945620439925897,-0.24077424683577267,-0.26158940875530984,0.39907680856128364,0.016850924002171624,,,,,,,-0.008066232116266168,-0.08030681571652107,0.2042837530243741,0.09789107431524849,1.0,0.3790606138070974,-0.06286719050330417,0.048888698510934414,0.09298819674903173,0.04304162068829538,0.07724947661497991,0.08625111789232831,0.21149042378504043,0.09176133818055457,0.19003796846071325,0.21785975483389983,-0.22746689589075972
Init_Win_bytes_backward,-0.03432619179930083,0.0695917483957754,-0.08285776591529453,-0.159934135102099,0.014523426792917363,-0.005498498240180733,0.03647809330060896,-0.027824990108915787,0.002815312471791763,-0.06940439790569258,-0.08996917188082075,-0.08758354160270049,0.10420899954615977,0.04720669906415004,-0.007982490258704277,0.0444527429046546,0.060251201056727655,-0.06765328667133284,-0.10299911906274078,0.019494301948905297,0.039864850286510135,0.037000222693541904,-0.0002457627475339888,0.0052796711091436365,0.017325248940919923,0.030526972358805506,0.020838387682682338,-0.0006805730457046989,0.05610686304620508,0.03084396863948579,0.02850932850767051,0.032791892829674804,0.046097134993057155,0.02540722395781349,,,,0.005615513069114077,0.0020205989635103064,-0.09878620037459232,0.0258930842515447,-0.09075316151636278,-0.04520565139925053,-0.08710411715517623,0.07076207452583937,0.01744352512156091,,0.009937613021249701,0.02540722395781349,,0.10564533837821596,0.13377009672781254,0.14223426294811867,,0.34535643881550704,-0.08472912826723823,-0.08758354160270049,0.04445274290465461,0.005615513069114077,,,,,,,-0.005498498240180733,-0.027824990108915787,0.03647809330060896,0.002815312471791763,0.3790606138070974,1.0,-0.02381473670750384,0.016291996633577256,0.15046935228995606,0.0021055163620838663,0.08780443867378727,0.16624564098044414,0.009577982953710915,-0.012185063039332566,0.0025924625591024417,0.015607657015304168,-0.20821066345723965
act_data_pkt_fwd,-0.18862998342276383,-0.24165584846535723,0.024439609131533216,0.15424367609331563,-0.04880370478814693,0.25064244723337376,0.0012857201158659915,0.9975860833593952,0.0010093393294696082,-0.07160438863348335,-0.0929033913406072,-0.0722392190806152,0.021700118340669237,-0.0027746518155959683,-0.041169987530572744,-0.014884084624284663,-0.004056040684436707,-0.2021544256498492,-0.3121810301740562,-0.059777815490032526,-0.05762604863059223,-0.044475117642236356,-0.0035411407672736772,-0.048424028095763835,-0.05891715255420511,-0.054821259609723824,-0.043704802183622916,-0.0034320415486569812,-0.0023516400798379113,-0.018918823609551515,-0.01759500804388491,-0.012219628994163663,-0.030370588004856782,-0.026391397988433606,,,,-0.23128969195504034,0.006130382776220782,-0.2969186345624995,-0.012679017672658067,-0.09285801397041853,-0.06262106896814956,-0.07291107612592722,0.005379684105107605,-0.0009747576964431591,,-0.007276062150865273,-0.026391397988433606,,-0.1331718519581938,-0.061037485535088164,-0.04737440467342522,,-0.06727114696408801,-0.13030164613244027,-0.0722392190806152,-0.014884084624284666,-0.23128969195504034,,,,,,,0.25064244723337376,0.9975860833593952,0.0012857201158659915,0.0010093393294696082,-0.06286719050330417,-0.02381473670750384,1.0,-0.051655250450933665,-0.004460054621037739,-0.002440394183480642,-0.004648442924679862,-0.004472056695846972,-0.03774661784636883,-0.04254078489503854,-0.043651617600231986,-0.02920671109006363,0.06900434740136374
min_seg_size_forward,0.055796921673261377,0.06910564338072704,-0.013294680299259494,-0.10011875485889282,0.03648246371414155,-0.011608243559426072,0.010068801764546378,-0.060373658135635506,0.002467581594243345,-0.1411425806368452,-0.14372578241079695,-0.14525429646788163,0.02713551444735087,0.013729461739692231,0.014634110496688944,0.01866898637813153,0.017592361314242463,-0.11800226283038356,-0.0401423127873157,0.03641487300205252,0.03907399343293717,0.036572685718595344,-0.0023535027431088908,0.03620752895519052,0.037165108776174204,0.0384472676883984,0.036092428704287964,-0.002417762371343534,0.017461316443679358,0.014743245651047069,0.015462618387637312,0.01673002351819189,0.0166377956325442,0.0185731466248216,,,,0.34504936276549947,0.043972612514219474,-0.04170977552794435,0.007678629569752763,-0.14375122680601196,-0.11411402460186083,-0.14472224163918807,0.023327076577887015,0.004960778959726441,,0.004409015467393036,0.0185731466248216,,0.08663300558363055,0.03958920782661686,0.02872424512349829,,0.03888884993847677,-0.14263050280878423,-0.14525429646788163,0.01866898637813154,0.34504936276549947,,,,,,,-0.011608243559426072,-0.060373658135635506,0.010068801764546378,0.002467581594243345,0.048888698510934414,0.016291996633577256,-0.051655250450933665,1.0,0.0012620775931104346,0.004851838224791742,0.0040317268525574355,2.8392572311943827e-05,0.03435139974379222,0.027283806933526694,0.03539918474501773,0.030842893703122046,-0.0396228254759298
Active Mean,0.003539833499678873,0.028484372092782918,-0.049600557171573155,-0.05928736031232001,0.09374521759386144,0.26117316356232495,0.0894912722901731,-0.006967040097040859,0.007296780881978116,-0.01653359213366567,-0.03702959073074164,-0.034432859595347004,0.07779297746017569,0.05040688250327615,-0.005102434651325503,0.05024773110632444,0.062308658834960784,-0.02980080391118312,-0.04578181126985383,0.06708299739748969,0.07525774698339842,0.10834677128932503,0.041200234655800555,0.08722813252546202,0.06375904962832712,0.07371630226992086,0.10013069757887429,0.041207629363734594,0.13349674590969995,0.03626341408087839,0.052056472315032,0.095877265343494,0.006199182150887777,0.009477010534970614,,,,0.0022814348259846172,0.0008897976166530067,-0.04362912925623462,-0.0016943765272361027,-0.037024197610548336,0.0016174820600160851,-0.03253951572039931,0.06517216202329326,0.014418163795182393,,-0.0009721434135510508,0.009477010534970614,,0.05846526150488582,0.0027567184595455167,-0.006333315671345036,,0.0989713772895627,-0.03327479843731157,-0.034432859595347004,0.050247731106324446,0.0022814348259846172,,,,,,,0.26117316356232495,-0.006967040097040859,0.0894912722901731,0.007296780881978116,0.09298819674903173,0.15046935228995606,-0.004460054621037739,0.0012620775931104346,1.0,0.41632752081349056,0.8096288580912375,0.9421769664321804,0.12917911304469457,0.04379744434832206,0.11010588012199701,0.13865295272824796,-0.08183954309037547
Active Std,0.027231563783107714,0.016585721435743123,-0.020035786293584275,-0.05773272098320307,0.16294898591880047,0.6898278723958583,0.1289707614530506,-0.0034391272654636855,0.008484428094702024,-0.00918865804789678,-0.031707345516866894,-0.028594963179758667,0.08603718525933046,0.04448678711777808,-0.0048870797840966495,0.03920999124587501,0.05082250632187542,-0.024341303446427282,-0.03739385735507073,0.08883557191363631,0.10109690940316736,0.1334065214020505,0.010697663474663456,0.16154784233857802,0.09367480892369286,0.10512356348301222,0.13164372727240423,0.010707527111712248,0.180885342683201,0.05049401125179287,0.06583451036205336,0.10596740009404407,0.008113784614856286,0.007309967386594154,,,,0.001979540754072172,0.0007268125958688866,-0.03563555575583749,-0.0013841600504106038,-0.031701416618967596,0.004531019625760247,-0.02775153551662249,0.059851682385543434,0.01343005414774965,,-0.0007940468496234948,0.007309967386594154,,0.049937206630635396,0.0007303815642412642,-0.005173126079012145,,0.007041531574180874,-0.028132044732765014,-0.028594963179758667,0.039209991245875014,0.001979540754072172,,,,,,,0.6898278723958583,-0.0034391272654636855,0.1289707614530506,0.008484428094702024,0.04304162068829538,0.0021055163620838663,-0.002440394183480642,0.004851838224791742,0.41632752081349056,1.0,0.8481961676266796,0.10124507307234268,0.1388737356792949,0.09712799103787984,0.1360870780935022,0.12965301767057333,-0.036668724833003874
Active Max,0.0217247984127417,0.025747893356428526,-0.0383253374049939,-0.07036120746562126,0.15475942855618435,0.6013419310804247,0.1251301231537883,-0.0060600241946849025,0.006838374455407423,-0.016522246134470987,-0.040618642342884814,-0.03721528350330804,0.0949240228737144,0.048008726719905456,-0.005877426274887228,0.04294634266842078,0.056842369453270813,-0.03178145827942746,-0.04882411288125291,0.09369085687761493,0.10178780541951621,0.13024154803568105,0.027230762398485403,0.15046877157448396,0.09426595362753615,0.10131146535442721,0.12484274454261236,0.027241432714683586,0.180081170385951,0.054359530338894436,0.06710286343976542,0.10365790398018117,0.00942986064058992,0.006888974592818623,,,,0.0025180679782007254,0.0009489091442410703,-0.046528362884769935,-0.0018071463964214577,-0.040611857967334734,-0.0009997598307037333,-0.03634596266883907,0.0659348906788116,0.014745849882699592,,-0.001036754988110039,0.006888974592818623,,0.06481560027265049,0.0005659017568134758,-0.006754291121612,,0.058386243795791624,-0.03669369615630043,-0.03721528350330804,0.042946342668420755,0.0025180679782007254,,,,,,,0.6013419310804247,-0.0060600241946849025,0.1251301231537883,0.006838374455407423,0.07724947661497991,0.08780443867378727,-0.004648442924679862,0.0040317268525574355,0.8096288580912375,0.8481961676266796,1.0,0.595774280977954,0.14106486149950495,0.0812007238851728,0.13265491872688595,0.13747310001662094,-0.06405306036876912
Active Min,-0.0037013784741872246,0.025647803478964542,-0.04587330956830841,-0.04508600484594146,0.04367848049052224,0.06942397478925005,0.04889571600998648,-0.006667583978780332,0.003935774438868958,-0.01598866297097443,-0.029405997464782722,-0.027761247802966516,0.05178297305958627,0.03589549181544439,-0.0038279162444847027,0.037211479941857174,0.04609740033451931,-0.023930829136649793,-0.03676421405511355,0.04246305843821875,0.04590851824938929,0.06632891686935477,0.03882238791319606,0.03703360169248187,0.03678750553141601,0.04178690995918649,0.05794279438387206,0.03882737116583167,0.07574032360826007,0.02312690056745696,0.03279797296290348,0.06121598420429095,0.004419510643422583,0.00646515108519344,,,,0.0018062219622640365,0.0007145015351130168,-0.035035550950219006,-0.001360574820824018,-0.029402193237111022,-0.0021390446656874,-0.026227239538887625,0.046273723752629586,0.010168803592270974,,-0.000780656747676054,0.00646515108519344,,0.04760472971321787,0.0020755739538620885,-0.005085791762870475,,0.10605065201529404,-0.026727912748150406,-0.027761247802966516,0.037211479941857195,0.0018062219622640365,,,,,,,0.06942397478925005,-0.006667583978780332,0.04889571600998648,0.003935774438868958,0.08625111789232831,0.16624564098044414,-0.004472056695846972,2.8392572311943827e-05,0.9421769664321804,0.10124507307234268,0.595774280977954,1.0,0.08563418658427072,0.011995735021058253,0.06720905552036377,0.09814292423326416,-0.07362820820604841
